<<<<<<< HEAD
crsCode77492,deptId91205,crsName55891,descr67132,
crsCode86012,deptId31618,crsName12783,descr12087,
crsCode18365,deptId30125,crsName52503,descr73955,
crsCode62814,deptId49154,crsName70080,descr1626,
crsCode1646,deptId97615,crsName52007,descr18727,
crsCode98484,deptId45203,crsName88468,descr59034,
crsCode78212,deptId2028,crsName23329,descr82624,
crsCode72429,deptId97022,crsName85752,descr42525,
crsCode45391,deptId93628,crsName96378,descr35561,
crsCode32170,deptId7766,crsName2555,descr62852,
crsCode23089,deptId11871,crsName267,descr87959,
crsCode13021,deptId63417,crsName70864,descr16681,
crsCode68479,deptId22143,crsName64399,descr65594,
crsCode73389,deptId64655,crsName79753,descr14720,
crsCode18718,deptId31059,crsName40706,descr76955,
crsCode49392,deptId30475,crsName99101,descr41367,
crsCode61606,deptId72280,crsName9091,descr92446,
crsCode65104,deptId20999,crsName26050,descr78359,
crsCode33442,deptId2168,crsName59154,descr42367,
crsCode84326,deptId57610,crsName14675,descr80962,
crsCode80814,deptId16868,crsName75058,descr38582,
crsCode56481,deptId75715,crsName36714,descr50677,
crsCode59639,deptId9819,crsName13927,descr96597,
crsCode5472,deptId35532,crsName67046,descr40293,
crsCode67262,deptId69411,crsName61497,descr94982,
crsCode67731,deptId93257,crsName42086,descr71203,
crsCode14324,deptId68844,crsName15215,descr70799,
crsCode59421,deptId73736,crsName61004,descr23386,
crsCode12287,deptId25906,crsName9204,descr84047,
crsCode66196,deptId67425,crsName507,descr25773,
crsCode17587,deptId18937,crsName28437,descr60320,
crsCode75007,deptId85781,crsName36089,descr9276,
crsCode3706,deptId26577,crsName64993,descr12405,
crsCode9303,deptId15697,crsName31213,descr22429,
crsCode22796,deptId28689,crsName22151,descr68635,
crsCode39049,deptId18113,crsName20260,descr79127,
crsCode79933,deptId80538,crsName61273,descr34314,
crsCode24159,deptId56608,crsName90333,descr95639,
crsCode16129,deptId78128,crsName40145,descr68498,
crsCode78907,deptId14937,crsName88654,descr49598,
crsCode42389,deptId42782,crsName63807,descr52063,
crsCode64818,deptId90458,crsName54200,descr48333,
crsCode87097,deptId12541,crsName37462,descr50148,
crsCode64704,deptId92021,crsName10325,descr73753,
crsCode86744,deptId12712,crsName67720,descr35623,
crsCode85552,deptId42973,crsName96984,descr10022,
crsCode20262,deptId58907,crsName50076,descr10717,
crsCode7729,deptId59977,crsName47346,descr58671,
crsCode92676,deptId78773,crsName98327,descr6673,
crsCode18079,deptId94128,crsName86921,descr26811,
crsCode76536,deptId87190,crsName46326,descr42397,
crsCode84706,deptId13099,crsName8000,descr23913,
crsCode47329,deptId29423,crsName41038,descr44135,
crsCode95159,deptId86995,crsName63333,descr52573,
crsCode9403,deptId93621,crsName21380,descr62570,
crsCode96687,deptId79353,crsName79471,descr95761,
crsCode65417,deptId74931,crsName239,descr76238,
crsCode73173,deptId50306,crsName43003,descr61444,
crsCode62774,deptId57261,crsName51986,descr13441,
crsCode18569,deptId93145,crsName77675,descr96528,
crsCode38154,deptId98372,crsName13988,descr33179,
crsCode11728,deptId79457,crsName7990,descr76858,
crsCode28051,deptId57200,crsName25482,descr1116,
crsCode84206,deptId45817,crsName35397,descr41425,
crsCode97983,deptId83589,crsName7582,descr77619,
crsCode20332,deptId77018,crsName57744,descr40047,
crsCode77471,deptId83985,crsName88394,descr39731,
crsCode18258,deptId13493,crsName10180,descr41493,
crsCode60774,deptId60314,crsName64845,descr66685,
crsCode38381,deptId86903,crsName7167,descr11280,
crsCode57448,deptId96929,crsName38900,descr64059,
crsCode12074,deptId18886,crsName82930,descr66872,
crsCode2363,deptId2531,crsName93217,descr92064,
crsCode68568,deptId50242,crsName68894,descr59789,
crsCode20312,deptId47572,crsName79112,descr74058,
crsCode94250,deptId51015,crsName23543,descr72570,
crsCode63194,deptId49540,crsName17804,descr40674,
crsCode56018,deptId82823,crsName16772,descr73748,
crsCode24957,deptId73180,crsName6,descr45657,
crsCode92967,deptId74899,crsName17596,descr8954,
crsCode42016,deptId13247,crsName54942,descr21290,
crsCode46239,deptId3024,crsName35337,descr18996,
crsCode38627,deptId99883,crsName12047,descr1500,
crsCode83797,deptId66371,crsName55944,descr17269,
crsCode95401,deptId25047,crsName79207,descr66495,
crsCode38467,deptId62920,crsName83143,descr47962,
crsCode87063,deptId40148,crsName62084,descr6315,
crsCode71241,deptId22100,crsName39878,descr41770,
crsCode42098,deptId33326,crsName90711,descr60678,
crsCode85412,deptId472,crsName182,descr27413,
crsCode32741,deptId27626,crsName7748,descr35004,
crsCode34487,deptId87166,crsName43612,descr91768,
crsCode65400,deptId71911,crsName74912,descr49062,
crsCode65093,deptId74603,crsName12750,descr83029,
crsCode60793,deptId72511,crsName62577,descr25606,
crsCode40051,deptId24830,crsName48724,descr19453,
crsCode58134,deptId59876,crsName1713,descr20295,
crsCode90571,deptId61133,crsName7816,descr69351,
crsCode48897,deptId71333,crsName43147,descr90719,
crsCode87956,deptId12652,crsName30358,descr6871,
crsCode72330,deptId43912,crsName85340,descr17261,
crsCode48346,deptId91175,crsName88412,descr50234,
crsCode9832,deptId92367,crsName87730,descr48253,
crsCode45355,deptId98724,crsName2570,descr38918,
crsCode12816,deptId77942,crsName2384,descr72769,
crsCode96951,deptId59363,crsName72995,descr80412,
crsCode39291,deptId61456,crsName21480,descr32855,
crsCode35856,deptId9408,crsName46362,descr28359,
crsCode31460,deptId84206,crsName67807,descr93607,
crsCode21863,deptId36013,crsName26709,descr95005,
crsCode84999,deptId51514,crsName97707,descr99492,
crsCode14836,deptId84154,crsName67693,descr76986,
crsCode28291,deptId46805,crsName48376,descr27688,
crsCode3726,deptId17807,crsName43787,descr72105,
crsCode38584,deptId85727,crsName59134,descr89657,
crsCode72526,deptId48972,crsName860,descr65578,
crsCode87245,deptId60172,crsName19849,descr39729,
crsCode67795,deptId47326,crsName82513,descr1179,
crsCode66834,deptId12512,crsName31759,descr69938,
crsCode90677,deptId3264,crsName43693,descr24692,
crsCode2232,deptId58892,crsName12720,descr62227,
crsCode47365,deptId20994,crsName74812,descr20806,
crsCode51378,deptId53370,crsName62549,descr65194,
crsCode67345,deptId77066,crsName82590,descr18617,
crsCode51656,deptId5477,crsName89114,descr35852,
crsCode32634,deptId54827,crsName5096,descr21708,
crsCode92981,deptId87922,crsName50249,descr37960,
crsCode68328,deptId79154,crsName48742,descr3890,
crsCode18609,deptId86925,crsName59146,descr16023,
crsCode80596,deptId74906,crsName43946,descr15320,
crsCode24200,deptId71437,crsName26502,descr69065,
crsCode92748,deptId73988,crsName52231,descr14502,
crsCode40631,deptId30288,crsName44904,descr92781,
crsCode17453,deptId47102,crsName57521,descr9852,
crsCode64333,deptId63137,crsName86398,descr14888,
crsCode47239,deptId66622,crsName68606,descr45879,
crsCode75851,deptId24308,crsName50999,descr48346,
crsCode3613,deptId87206,crsName57223,descr51659,
crsCode30436,deptId36166,crsName5638,descr98559,
crsCode21761,deptId1855,crsName74631,descr2567,
crsCode37151,deptId37693,crsName28137,descr19996,
crsCode68159,deptId44698,crsName57750,descr87629,
crsCode50545,deptId99763,crsName71624,descr13379,
crsCode52613,deptId96927,crsName65274,descr5886,
crsCode94968,deptId30046,crsName34180,descr39810,
crsCode20953,deptId64694,crsName61041,descr64714,
crsCode81977,deptId42873,crsName27839,descr79733,
crsCode60579,deptId67890,crsName80734,descr46117,
crsCode83903,deptId77621,crsName82857,descr69026,
crsCode36904,deptId7758,crsName37305,descr34645,
crsCode87181,deptId77021,crsName78623,descr54299,
crsCode83886,deptId79185,crsName66702,descr52973,
crsCode39587,deptId55431,crsName80713,descr77353,
crsCode67900,deptId97215,crsName6333,descr83002,
crsCode80547,deptId43357,crsName62539,descr66311,
crsCode85406,deptId95033,crsName43613,descr24150,
crsCode41840,deptId51460,crsName8026,descr63291,
crsCode88799,deptId14392,crsName44853,descr52161,
crsCode48816,deptId27226,crsName99328,descr39379,
crsCode18318,deptId68878,crsName40030,descr68999,
crsCode20714,deptId17815,crsName82805,descr81511,
crsCode45244,deptId18154,crsName99202,descr74622,
crsCode14733,deptId42247,crsName47580,descr92924,
crsCode10400,deptId10790,crsName15414,descr89226,
crsCode18291,deptId33533,crsName25282,descr48456,
crsCode64933,deptId49641,crsName15488,descr70579,
crsCode73089,deptId98852,crsName12550,descr95667,
crsCode77623,deptId53992,crsName49099,descr74250,
crsCode80955,deptId38948,crsName90525,descr6167,
crsCode42604,deptId87428,crsName58381,descr22337,
crsCode36514,deptId12015,crsName90376,descr83081,
crsCode65555,deptId17500,crsName78070,descr22269,
crsCode32661,deptId83537,crsName42220,descr28673,
crsCode70113,deptId81821,crsName12222,descr25115,
crsCode10446,deptId59281,crsName49466,descr36014,
crsCode45743,deptId4558,crsName59332,descr90397,
crsCode78242,deptId41138,crsName3099,descr43572,
crsCode61046,deptId89442,crsName75404,descr35668,
crsCode15205,deptId48828,crsName7252,descr54829,
crsCode32077,deptId91593,crsName78158,descr53566,
crsCode72105,deptId64207,crsName16765,descr35896,
crsCode1643,deptId54371,crsName76339,descr40384,
crsCode78744,deptId52571,crsName78972,descr25715,
crsCode45376,deptId88962,crsName60522,descr83557,
crsCode59512,deptId94596,crsName43997,descr77282,
crsCode7670,deptId42729,crsName2478,descr6165,
crsCode2792,deptId64863,crsName66137,descr32455,
crsCode52210,deptId60495,crsName33893,descr36222,
crsCode71266,deptId34866,crsName27730,descr93223,
crsCode29329,deptId52541,crsName50909,descr38479,
crsCode52153,deptId85975,crsName61458,descr19915,
crsCode78219,deptId46639,crsName88407,descr20346,
crsCode1561,deptId79729,crsName33627,descr41240,
crsCode59014,deptId3486,crsName87466,descr78604,
crsCode25268,deptId71470,crsName83332,descr32094,
crsCode2413,deptId6646,crsName20188,descr90833,
crsCode16025,deptId33266,crsName75891,descr78852,
crsCode69551,deptId80847,crsName81699,descr18789,
crsCode94791,deptId36754,crsName31320,descr94733,
crsCode4878,deptId70216,crsName48920,descr94811,
crsCode86579,deptId139,crsName57572,descr43313,
crsCode926,deptId81262,crsName43734,descr33573,
crsCode85536,deptId68262,crsName53962,descr42501,
crsCode27110,deptId32085,crsName80217,descr76587,
crsCode22311,deptId69331,crsName99809,descr84280,
crsCode98269,deptId81499,crsName13824,descr34831,
crsCode22192,deptId41327,crsName34111,descr28273,
crsCode90733,deptId54025,crsName50252,descr3825,
crsCode17334,deptId42912,crsName735,descr7156,
crsCode23476,deptId34579,crsName62078,descr72487,
crsCode48679,deptId9589,crsName91420,descr78844,
crsCode42782,deptId37301,crsName17276,descr63010,
crsCode18401,deptId90184,crsName3731,descr27135,
crsCode56267,deptId59541,crsName61035,descr53229,
crsCode14838,deptId40477,crsName73636,descr48975,
crsCode45935,deptId44038,crsName47510,descr36847,
crsCode3720,deptId35490,crsName41457,descr89173,
crsCode44652,deptId58400,crsName40773,descr7461,
crsCode92973,deptId5231,crsName8285,descr53846,
crsCode68953,deptId59882,crsName29702,descr12171,
crsCode18891,deptId8165,crsName36942,descr70928,
crsCode71582,deptId28051,crsName1960,descr79346,
crsCode67260,deptId5297,crsName54732,descr84922,
crsCode80181,deptId59314,crsName25466,descr35912,
crsCode13835,deptId42695,crsName55423,descr42185,
crsCode65450,deptId71179,crsName25648,descr85749,
crsCode35733,deptId55176,crsName78867,descr34887,
crsCode44955,deptId76970,crsName95038,descr89370,
crsCode41417,deptId11966,crsName95447,descr39644,
crsCode85049,deptId41543,crsName38554,descr44433,
crsCode91432,deptId14589,crsName81305,descr64007,
crsCode29477,deptId22785,crsName78205,descr43954,
crsCode1573,deptId81986,crsName38411,descr43459,
crsCode89971,deptId47493,crsName36450,descr37097,
crsCode62372,deptId62645,crsName75841,descr33252,
crsCode79593,deptId47751,crsName82950,descr24930,
crsCode95103,deptId54280,crsName35920,descr52473,
crsCode76448,deptId5381,crsName46118,descr38752,
crsCode22524,deptId52503,crsName92784,descr4170,
crsCode45922,deptId27337,crsName17827,descr4511,
crsCode22199,deptId29959,crsName28667,descr51768,
crsCode9418,deptId14213,crsName23136,descr727,
crsCode75134,deptId93609,crsName91019,descr1569,
crsCode81926,deptId94870,crsName46114,descr45465,
crsCode5904,deptId19830,crsName5471,descr66011,
crsCode74520,deptId15842,crsName5903,descr76977,
crsCode97021,deptId10993,crsName19126,descr80853,
crsCode35760,deptId44412,crsName21327,descr71012,
crsCode55752,deptId92714,crsName48689,descr26491,
crsCode6291,deptId66461,crsName46734,descr8337,
crsCode54279,deptId50423,crsName27349,descr19633,
crsCode43927,deptId52106,crsName7607,descr7634,
crsCode91745,deptId60891,crsName51046,descr78356,
crsCode7140,deptId63858,crsName18746,descr25145,
crsCode67022,deptId8129,crsName65389,descr37406,
crsCode44116,deptId69807,crsName22886,descr54869,
crsCode2075,deptId69343,crsName79347,descr43041,
crsCode4243,deptId14402,crsName24719,descr30380,
crsCode60963,deptId10197,crsName9635,descr53832,
crsCode58975,deptId1912,crsName44489,descr52320,
crsCode12918,deptId64141,crsName24523,descr69627,
crsCode19016,deptId69417,crsName50346,descr43533,
crsCode76634,deptId63931,crsName25529,descr38928,
crsCode79285,deptId60683,crsName1382,descr36499,
crsCode30235,deptId88003,crsName3037,descr87180,
crsCode33479,deptId13543,crsName43772,descr32437,
crsCode75383,deptId50137,crsName88603,descr43170,
crsCode93684,deptId82363,crsName61305,descr1203,
crsCode84991,deptId36625,crsName38945,descr78600,
crsCode73978,deptId22980,crsName38239,descr20436,
crsCode51921,deptId58050,crsName66648,descr72395,
crsCode37731,deptId3715,crsName82443,descr693,
crsCode70257,deptId70727,crsName24451,descr47684,
crsCode61825,deptId26747,crsName79222,descr706,
crsCode7343,deptId98299,crsName64189,descr88708,
crsCode19185,deptId38961,crsName67055,descr47899,
crsCode78661,deptId57467,crsName94204,descr3465,
crsCode1914,deptId24395,crsName67076,descr69328,
crsCode12120,deptId67720,crsName63474,descr78086,
crsCode1773,deptId96657,crsName37176,descr21445,
crsCode76756,deptId34050,crsName42856,descr73855,
crsCode1124,deptId22927,crsName40939,descr90926,
crsCode53906,deptId29005,crsName70082,descr87369,
crsCode36004,deptId25872,crsName65016,descr56115,
crsCode67924,deptId94863,crsName21952,descr25838,
crsCode96317,deptId28548,crsName32143,descr93293,
crsCode35845,deptId5007,crsName67064,descr9095,
crsCode6758,deptId4858,crsName80321,descr66503,
crsCode70679,deptId59935,crsName78047,descr13699,
crsCode74566,deptId5970,crsName6781,descr94485,
crsCode33203,deptId63007,crsName22550,descr31809,
crsCode33884,deptId46310,crsName1023,descr38398,
crsCode73968,deptId44639,crsName72827,descr38294,
crsCode818,deptId95894,crsName591,descr46538,
crsCode22525,deptId23008,crsName30097,descr50979,
crsCode59137,deptId73017,crsName42814,descr95094,
crsCode11244,deptId52156,crsName84170,descr75891,
crsCode46981,deptId12254,crsName97490,descr44587,
crsCode79761,deptId36807,crsName45870,descr67451,
crsCode94712,deptId31054,crsName70723,descr21465,
crsCode76449,deptId72464,crsName25173,descr58874,
crsCode47770,deptId69420,crsName75385,descr54429,
crsCode75092,deptId93246,crsName3272,descr46008,
crsCode715,deptId61334,crsName66415,descr6237,
crsCode86340,deptId10356,crsName54979,descr7528,
crsCode3407,deptId75363,crsName60851,descr79784,
crsCode75915,deptId4303,crsName36790,descr97351,
crsCode73513,deptId76804,crsName80483,descr72024,
crsCode79112,deptId60804,crsName70559,descr50748,
crsCode84095,deptId51269,crsName64880,descr54257,
crsCode83610,deptId73349,crsName71536,descr11448,
crsCode60540,deptId44490,crsName91070,descr31617,
crsCode11779,deptId74074,crsName77935,descr10517,
crsCode87496,deptId63156,crsName44258,descr832,
crsCode71909,deptId61866,crsName85168,descr68729,
crsCode5074,deptId98300,crsName4066,descr99279,
crsCode37576,deptId27665,crsName86397,descr54385,
crsCode96934,deptId46036,crsName11448,descr36954,
crsCode28498,deptId67209,crsName90350,descr8760,
crsCode2263,deptId29067,crsName41263,descr30648,
crsCode71564,deptId62211,crsName60241,descr81647,
crsCode35734,deptId46279,crsName32708,descr34599,
crsCode44100,deptId16908,crsName36706,descr43396,
crsCode97271,deptId15178,crsName41957,descr10610,
crsCode76715,deptId819,crsName64109,descr74547,
crsCode15605,deptId6157,crsName27103,descr91775,
crsCode58725,deptId13836,crsName3392,descr43723,
crsCode5829,deptId53620,crsName71237,descr80194,
crsCode11373,deptId67210,crsName43354,descr24814,
crsCode83836,deptId45329,crsName54954,descr98090,
crsCode44976,deptId71357,crsName23486,descr29217,
crsCode8560,deptId57525,crsName49635,descr16805,
crsCode32198,deptId23012,crsName97769,descr5480,
crsCode13162,deptId59612,crsName26215,descr55546,
crsCode25850,deptId79591,crsName30908,descr23551,
crsCode99462,deptId71915,crsName88945,descr10892,
crsCode71271,deptId79257,crsName33147,descr14430,
crsCode51824,deptId77939,crsName9756,descr28440,
crsCode19036,deptId66840,crsName84169,descr60375,
crsCode23591,deptId60109,crsName16325,descr99667,
crsCode8761,deptId35945,crsName52428,descr72340,
crsCode44861,deptId59069,crsName78541,descr99822,
crsCode687,deptId73790,crsName89647,descr7771,
crsCode21332,deptId41264,crsName98772,descr61908,
crsCode93316,deptId98961,crsName26810,descr90443,
crsCode21858,deptId31776,crsName55614,descr30248,
crsCode65068,deptId1544,crsName77500,descr95998,
crsCode85965,deptId2732,crsName79825,descr37738,
crsCode64848,deptId58769,crsName29697,descr36359,
crsCode94896,deptId46818,crsName63221,descr31952,
crsCode55434,deptId21348,crsName65148,descr35987,
crsCode96052,deptId72600,crsName89906,descr14862,
crsCode52839,deptId10790,crsName33662,descr93258,
crsCode35351,deptId48172,crsName79061,descr76528,
crsCode17923,deptId55042,crsName82588,descr17068,
crsCode21064,deptId73672,crsName42058,descr27581,
crsCode912,deptId36495,crsName85772,descr83797,
crsCode85447,deptId18017,crsName30563,descr70387,
crsCode62767,deptId87279,crsName37384,descr61563,
crsCode29993,deptId85013,crsName59951,descr63759,
crsCode30548,deptId5547,crsName74601,descr89837,
crsCode43954,deptId77515,crsName44067,descr27076,
crsCode3173,deptId27673,crsName6476,descr52083,
crsCode94138,deptId75988,crsName9972,descr66016,
crsCode87451,deptId68632,crsName22192,descr28338,
crsCode92936,deptId57902,crsName68794,descr63500,
crsCode59648,deptId31409,crsName74486,descr61671,
crsCode33593,deptId33596,crsName2191,descr4394,
crsCode54191,deptId67061,crsName94495,descr31144,
crsCode50553,deptId96593,crsName46893,descr72727,
crsCode23671,deptId96131,crsName27345,descr77160,
crsCode62503,deptId65956,crsName79507,descr39144,
crsCode83640,deptId54240,crsName23602,descr88722,
crsCode51093,deptId32891,crsName80576,descr40334,
crsCode30467,deptId91166,crsName64650,descr97162,
crsCode71590,deptId35746,crsName66998,descr32980,
crsCode78653,deptId7608,crsName89701,descr32913,
crsCode82830,deptId50738,crsName58520,descr51645,
crsCode5532,deptId64241,crsName81390,descr9184,
crsCode93877,deptId60877,crsName91659,descr38664,
crsCode18906,deptId34389,crsName97097,descr43060,
crsCode46589,deptId97880,crsName98638,descr82139,
crsCode30475,deptId24266,crsName89242,descr68565,
crsCode6938,deptId2728,crsName92032,descr11713,
crsCode88871,deptId73055,crsName50491,descr17334,
crsCode17315,deptId4038,crsName55563,descr39704,
crsCode40090,deptId47784,crsName92333,descr74438,
crsCode10913,deptId77312,crsName67445,descr58065,
crsCode17660,deptId9118,crsName54122,descr31239,
crsCode67913,deptId72038,crsName43071,descr5836,
crsCode34956,deptId47991,crsName91242,descr54986,
crsCode76728,deptId68873,crsName27362,descr76351,
crsCode58935,deptId41424,crsName60666,descr21653,
crsCode75766,deptId62333,crsName57108,descr13776,
crsCode10224,deptId11907,crsName50628,descr32096,
crsCode40309,deptId90519,crsName88738,descr26613,
crsCode87095,deptId20080,crsName12907,descr41586,
crsCode5873,deptId73230,crsName77045,descr30683,
crsCode42421,deptId472,crsName13677,descr3144,
crsCode63280,deptId95997,crsName41391,descr86012,
crsCode89275,deptId93308,crsName23105,descr63439,
crsCode15361,deptId66239,crsName63565,descr24902,
crsCode18184,deptId92066,crsName79128,descr33125,
crsCode63250,deptId64644,crsName34939,descr8034,
crsCode83920,deptId95230,crsName54843,descr91083,
crsCode41236,deptId61093,crsName29483,descr50489,
crsCode9816,deptId70901,crsName31894,descr83336,
crsCode24858,deptId38171,crsName96969,descr18184,
crsCode63238,deptId35655,crsName31255,descr43122,
crsCode20648,deptId95552,crsName94838,descr26250,
crsCode84799,deptId28601,crsName64527,descr83190,
crsCode70926,deptId68356,crsName99151,descr83745,
crsCode34713,deptId81124,crsName69322,descr18588,
crsCode43106,deptId83712,crsName43149,descr56384,
crsCode49120,deptId49779,crsName75583,descr28719,
crsCode35800,deptId6400,crsName97714,descr1304,
crsCode85154,deptId62028,crsName21336,descr62844,
crsCode8738,deptId27629,crsName75198,descr16972,
crsCode5026,deptId36796,crsName9351,descr19316,
crsCode53142,deptId90322,crsName92072,descr19566,
crsCode61586,deptId85475,crsName33098,descr2273,
crsCode18782,deptId12676,crsName79408,descr247,
crsCode90055,deptId46941,crsName45204,descr87740,
crsCode48847,deptId13261,crsName51183,descr5397,
crsCode37348,deptId13652,crsName28055,descr30107,
crsCode9582,deptId92322,crsName1858,descr65715,
crsCode19330,deptId49753,crsName76137,descr21579,
crsCode40244,deptId23169,crsName87369,descr96882,
crsCode37097,deptId81416,crsName93602,descr32180,
crsCode80330,deptId31315,crsName79202,descr67346,
crsCode30196,deptId28422,crsName42748,descr54330,
crsCode33453,deptId24108,crsName91602,descr69640,
crsCode60689,deptId88452,crsName51090,descr61945,
crsCode26378,deptId11080,crsName14331,descr29671,
crsCode72670,deptId6715,crsName86177,descr44710,
crsCode20034,deptId67790,crsName7910,descr58265,
crsCode7501,deptId80494,crsName22505,descr8690,
crsCode97127,deptId87502,crsName69915,descr21445,
crsCode34112,deptId55789,crsName80235,descr64967,
crsCode95933,deptId94852,crsName76292,descr53736,
crsCode25357,deptId40750,crsName75724,descr10698,
crsCode59865,deptId56692,crsName54381,descr37341,
crsCode50362,deptId86132,crsName77137,descr7897,
crsCode11813,deptId15757,crsName46406,descr52407,
crsCode94369,deptId89738,crsName16001,descr7661,
crsCode52313,deptId86313,crsName78526,descr68772,
crsCode45,deptId94438,crsName98886,descr84151,
crsCode61667,deptId61161,crsName70025,descr47657,
crsCode1755,deptId64552,crsName54731,descr81251,
crsCode73760,deptId15834,crsName16731,descr88778,
crsCode16954,deptId3034,crsName71646,descr37913,
crsCode4480,deptId22004,crsName83819,descr17376,
crsCode76106,deptId86767,crsName73807,descr25689,
crsCode8549,deptId49047,crsName27376,descr94050,
crsCode81056,deptId36197,crsName95215,descr98172,
crsCode6020,deptId87502,crsName15911,descr93023,
crsCode55104,deptId60741,crsName33266,descr4408,
crsCode4450,deptId96589,crsName61098,descr97888,
crsCode79329,deptId80096,crsName6861,descr48026,
crsCode51831,deptId90261,crsName96665,descr50536,
crsCode42892,deptId40785,crsName7511,descr54474,
crsCode74190,deptId78925,crsName94805,descr11797,
crsCode22429,deptId99935,crsName87947,descr52844,
crsCode40194,deptId73928,crsName38271,descr85246,
crsCode27008,deptId85369,crsName76132,descr75067,
crsCode86403,deptId96899,crsName56893,descr89748,
crsCode26138,deptId61600,crsName26286,descr53614,
crsCode7396,deptId36213,crsName1955,descr9515,
crsCode18430,deptId19829,crsName21496,descr36606,
crsCode63024,deptId72464,crsName12552,descr34406,
crsCode26367,deptId31259,crsName53764,descr95242,
crsCode48088,deptId78874,crsName47711,descr12056,
crsCode33575,deptId69347,crsName16871,descr68205,
crsCode55257,deptId410,crsName62199,descr69532,
crsCode12188,deptId16524,crsName76746,descr54007,
crsCode48451,deptId54500,crsName11563,descr81276,
crsCode72326,deptId27150,crsName584,descr38431,
crsCode62342,deptId11174,crsName67076,descr94096,
crsCode61805,deptId66236,crsName33675,descr76649,
crsCode65780,deptId58086,crsName69920,descr91831,
crsCode22014,deptId77441,crsName34418,descr87202,
crsCode73634,deptId62534,crsName49870,descr71994,
crsCode4102,deptId19397,crsName93102,descr49440,
crsCode33254,deptId92833,crsName12335,descr45806,
crsCode56212,deptId4232,crsName17984,descr62596,
crsCode88154,deptId69548,crsName93846,descr29872,
crsCode5851,deptId9155,crsName5341,descr67193,
crsCode64791,deptId28632,crsName49672,descr90600,
crsCode81677,deptId68267,crsName53097,descr8308,
crsCode60506,deptId9868,crsName61917,descr91624,
crsCode17728,deptId8175,crsName57471,descr85651,
crsCode77027,deptId11916,crsName7580,descr26604,
crsCode52141,deptId50551,crsName10950,descr6976,
crsCode59568,deptId23639,crsName25698,descr56410,
crsCode4523,deptId17125,crsName84797,descr47789,
crsCode65222,deptId3842,crsName28635,descr97025,
crsCode96344,deptId82421,crsName26799,descr56952,
crsCode21736,deptId71328,crsName79719,descr11867,
crsCode35472,deptId79038,crsName85727,descr99270,
crsCode73597,deptId94299,crsName24598,descr74732,
crsCode9427,deptId16591,crsName39198,descr11496,
crsCode19982,deptId70489,crsName95660,descr34434,
crsCode66467,deptId29237,crsName18351,descr73530,
crsCode15556,deptId83161,crsName34525,descr2357,
crsCode60690,deptId38441,crsName52641,descr59758,
crsCode27953,deptId37958,crsName99192,descr50692,
crsCode58708,deptId81546,crsName36825,descr63392,
crsCode22945,deptId89505,crsName64683,descr91525,
crsCode70506,deptId12016,crsName13877,descr4455,
crsCode85687,deptId75004,crsName37925,descr79399,
crsCode599,deptId81396,crsName6198,descr24754,
crsCode15666,deptId1624,crsName91186,descr80758,
crsCode82842,deptId42020,crsName43568,descr52513,
crsCode27743,deptId57405,crsName5470,descr96632,
crsCode73473,deptId73686,crsName66874,descr3632,
crsCode49248,deptId35263,crsName64058,descr19053,
crsCode112,deptId7819,crsName69100,descr66613,
crsCode99561,deptId31581,crsName17271,descr63664,
crsCode12634,deptId50479,crsName40288,descr55903,
crsCode22589,deptId70558,crsName93929,descr82293,
crsCode92678,deptId92533,crsName20499,descr12694,
crsCode44885,deptId17012,crsName42149,descr10347,
crsCode20267,deptId5724,crsName26437,descr89343,
crsCode82937,deptId39386,crsName64098,descr87002,
crsCode82195,deptId29806,crsName42772,descr85815,
crsCode89188,deptId94008,crsName32667,descr9539,
crsCode73211,deptId76670,crsName99845,descr99509,
crsCode64035,deptId76443,crsName66700,descr65636,
crsCode25425,deptId96071,crsName29851,descr21642,
crsCode13334,deptId65823,crsName57040,descr72371,
crsCode59700,deptId82417,crsName52381,descr49665,
crsCode50542,deptId44199,crsName83881,descr67104,
crsCode93271,deptId4045,crsName1620,descr76481,
crsCode10733,deptId35680,crsName57399,descr19925,
crsCode50805,deptId22025,crsName69192,descr71624,
crsCode48356,deptId23359,crsName11575,descr75135,
crsCode86063,deptId89131,crsName19375,descr72007,
crsCode65554,deptId40869,crsName30148,descr56450,
crsCode63625,deptId93703,crsName91242,descr29027,
crsCode89176,deptId72241,crsName22868,descr74977,
crsCode50619,deptId51469,crsName58855,descr79431,
crsCode33707,deptId73870,crsName66201,descr57032,
crsCode49386,deptId3410,crsName29547,descr55280,
crsCode85099,deptId81926,crsName60257,descr79797,
crsCode44417,deptId49448,crsName85914,descr95084,
crsCode30466,deptId40487,crsName32560,descr29529,
crsCode44535,deptId54086,crsName87790,descr39710,
crsCode34467,deptId91680,crsName2217,descr94292,
crsCode3046,deptId5180,crsName39768,descr71180,
crsCode58916,deptId55940,crsName61884,descr97935,
crsCode61569,deptId61492,crsName38398,descr84166,
crsCode45541,deptId74710,crsName51638,descr40144,
crsCode7157,deptId927,crsName50089,descr52962,
crsCode49849,deptId59054,crsName60955,descr26608,
crsCode31201,deptId90945,crsName12827,descr15481,
crsCode85651,deptId79380,crsName33111,descr99521,
crsCode24694,deptId1634,crsName14328,descr81308,
crsCode35305,deptId14942,crsName61400,descr79388,
crsCode72630,deptId30936,crsName77576,descr65664,
crsCode99979,deptId90439,crsName8785,descr1014,
